"Valuación de Inventarios","0001-AGV","DENTAL TRADE",
"Artículo","Descripción","Existencias",,,
"A-F-K04521","Lima niti K-Fil 21 mm 45 c/6 piezas",,"27",,,
"A-F-K04525","Lima niti K-Fil 25 mm 45 c/6 piezas",,"24",,,
"A-F-P01525","Condensadores de NiTi 25 mm #15 6 piezas",,"8",,,
"A-F-P02025","Condensadores de NiTi 25 mm #20 6 piezas",,"7",,,
"A-F-P02525","Condensadores de NiTi 25 mm #25 6 piezas",,"7",,,
"A-F-R00121","Limas K-Reamer (ensanchadores) de NiTi 21 mm Kit #15-#40 6 piezas",,"19",,,
"A-F-R00125","Limas K-Reamer (ensanchadores) de NiTi 25 mm Kit #15-#40 6 piezas",,"36",,,
"A-F-R00131","Limas K-Reamer (ensanchadores) de NiTi 31 mm Kit #15-#40 6 piezas",,"13",,,
"A-F-R01521","Limas K-Reamer (ensanchadores) de NiTi 21 mm #15 6 piezas",,"33",,,
"A-F-R01525","Limas K-Reamer (ensanchadores) de NiTi 25 mm #15 6 piezas",,"85",,,
"A-F-R01531","Limas K-Reamer (ensanchadores) de NiTi 31 mm #15 6 piezas",,"21",,,
"A-F-R02021","Limas K-Reamer (ensanchadores) de NiTi 21 mm #20 6 piezas",,"26",,,
"A-F-R02025","Limas K-Reamer (ensanchadores) de NiTi 25 mm #20 6 piezas",,"78",,,
"A-F-R02031","Limas K-Reamer (ensanchadores) de NiTi 31 mm #20 6 piezas",,"33",,,
"A-F-R02521","Limas K-Reamer (ensanchadores) de NiTi 21 mm #25 6 piezas",,"37",,,
"A-F-R02525","Limas K-Reamer (ensanchadores) de NiTi 25 mm #25 6 piezas",,"86",,,
"A-F-R02531","Limas K-Reamer (ensanchadores) de NiTi 31 mm #25 6 piezas",,"39",,,
"A-F-R03021","Limas K-Reamer (ensanchadores) de NiTi 21 mm #30 6 piezas",,"33",,,
"A-F-R03025","Limas K-Reamer (ensanchadores) de NiTi 25 mm #30 6 piezas",,"88",,,
"A-F-R03031","Limas K-Reamer (ensanchadores) de NiTi 31 mm #30 6 piezas",,"27",,,
"A-F-R03521","Limas K-Reamer (ensanchadores) de NiTi 21 mm #35 6 piezas",,"31",,,
"A-F-R03525","Limas K-Reamer (ensanchadores) de NiTi 25 mm #35 6 piezas",,"90",,,
"A-F-R03531","Limas K-Reamer (ensanchadores) de NiTi 31 mm #35 6 piezas",,"35",,,
"A-F-R04021","Limas K-Reamer (ensanchadores) de NiTi 21 mm #40 6 piezas",,"32",,,
"A-F-R04025","Limas K-Reamer (ensanchadores) de NiTi 25 mm #40 6 piezas",,"54",,,
"A-F-R04031","Limas K-Reamer (ensanchadores) de NiTi 31 mm #40 6 piezas",,"34",,,
"A-F-S00121","Niti Hand Spreader Kit 15-40 21mm",,"6",,,
"A-F-S04025","Espaciadores de NiTi 25 mm #40",,"1",,,
"A-F-SH00131","Limas H de acero inoxidable 31 mm Kit #15-#40 6 piezas",,"6",,,
"A-F-SH00225","Lima stainless steel H-Fil 25 mm Kit 45-80 c/6 piezas",,"1",,,
"A-F-SH00821","Limas H de acero inoxidable 21 mm #08 6 piezas",,"30",,,
"A-F-SH01021","Limas H de acero inoxidable 21 mm #10 6 piezas",,"25",,,
"A-F-SH01521","Limas H de acero inoxidable 21 mm #15 6 piezas",,"51",,,
"A-F-SH01525","Limas H de acero inoxidable 25 mm #15 6 piezas",,"11",,,
"A-F-SH01531","Limas H de acero inoxidable 31 mm #15 6 piezas",,"94",,,
"A-F-SH02021","Limas H de acero inoxidable 21 mm #20 6 piezas",,"72",,,
"A-F-SH02025","Limas H de acero inoxidable 25 mm #20 6 piezas",,"10",,,
"A-F-SH02031","Limas H de acero inoxidable 31 mm #20 6 piezas",,"97",,,
"A-F-SH02521","Limas H de acero inoxidable 21 mm #25 6 piezas",,"77",,,
"A-F-SH02525","Limas H de acero inoxidable 25 mm #25 6 piezas",,"16",,,
"A-F-SH02531","Limas H de acero inoxidable 31 mm #25 6 piezas",,"91",,,
"A-F-SH03021","Limas H de acero inoxidable 21 mm #30 6 piezas",,"122",,,
"A-F-SH03025","Limas H de acero inoxidable 25 mm #30 6 piezas",,"19",,,
"A-F-SH03031","Limas H de acero inoxidable 31 mm #30 6 piezas",,"96",,,
"A-F-SH03521","Limas H de acero inoxidable 21 mm #35 6 piezas",,"67",,,
"A-F-SH03525","Limas H de acero inoxidable 25 mm #35 6 piezas",,"74",,,
"A-F-SH03531","Limas H de acero inoxidable 31 mm #35 6 piezas",,"50",,,
"A-F-SH04021","Limas H de acero inoxidable 21 mm #40 6 piezas",,"62",,,
"A-F-SH04025","Limas H de acero inoxidable 25 mm #40 6 piezas",,"56",,,
"A-F-SH04031","Limas H de acero inoxidable 31 mm #40 6 piezas",,"50",,,
"A-F-SK00121","Limas K de acero inoxidable 21 mm Kit #15-#40 6 piezas",,"7",,,
"A-F-SK00131","Lima stainless steel K-Fil 31 mm Kit 15-40 c/6 piezas",,"1",,,
"A-F-SK00225","Limas K de acero inoxidable 25 mm Kit #45-#80 6 piezas",,"21",,,
"A-F-SK02025","Limas K de acero inoxidable 25 mm #20 6 piezas",,"9",,,
"A-F-SK02031","Limas K de acero inoxidable 31 mm #20 6 piezas",,"3",,,
"A-F-SK02521","Limas K de acero inoxidable 21 mm #25 6 piezas",,"2",,,
"A-F-SK02525","Limas K de acero inoxidable 25 mm #25 6 piezas",,"7",,,
"A-F-SK02531","Limas K de acero inoxidable 31 mm #25 6 piezas",,"4",,,
"A-F-SK03021","Limas K de acero inoxidable 21 mm #30 6 piezas",,"3",,,
"A-F-SK03025","Limas K de acero inoxidable 25 mm #30 6 piezas",,"9",,,
"A-F-SK03031","Limas K de acero inoxidable 31 mm #30 6 piezas",,"2",,,
"A-F-SK03521","Limas K de acero inoxidable 21 mm #35 6 piezas",,"3",,,
"A-F-SK03525","Limas K de acero inoxidable 25 mm #35 6 piezas",,"2",,,
"A-F-SK04021","Limas K de acero inoxidable 21 mm #40 6 piezas",,"6",,,
"A-F-SK04025","Limas K de acero inoxidable 25 mm #40 6 piezas",,"27",,,
"A-F-SR00121","Limas K-Reamer (ensanchadores) de acero inoxidable 21 mm Kit #15-#40 6 piezas",,"37",,,
"A-F-SR00221","Limas K-Reamer (ensanchadores) de acero inoxidable 21 mm Kit #45-#80 6 piezas",,"5",,,
"A-F-SR01521","Limas K-Reamer (ensanchadores) de acero inoxidable 21 mm #15 6 piezas",,"30",,,
"A-F-SR01525","Limas K-Reamer (ensanchadores) de acero inoxidable 25 mm #15 6 piezas",,"83",,,
"A-F-SR02021","Limas K-Reamer (ensanchadores) de acero inoxidable 21 mm #20 6 piezas",,"38",,,
"A-F-SR02025","Limas K-Reamer (ensanchadores) de acero inoxidable 25 mm #20 6 piezas",,"60",,,
"A-F-SR02521","Limas K-Reamer (ensanchadores) de acero inoxidable 21 mm #25 6 piezas",,"11",,,
"A-F-SR02525","Limas K-Reamer (ensanchadores) de acero inoxidable 25 mm #25 6 piezas",,"79",,,
"A-F-SR03021","Limas K-Reamer (ensanchadores) de acero inoxidable 21 mm #30 6 piezas",,"22",,,
"A-F-SR03025","Limas K-Reamer (ensanchadores) de acero inoxidable 25 mm #30 6 piezas",,"84",,,
"A-F-SR03521","Limas K-Reamer (ensanchadores) de acero inoxidable 21 mm #35 6 piezas",,"43",,,
"A-F-SR03525","Limas K-Reamer (ensanchadores) de acero inoxidable 25 mm #35 6 piezas",,"75",,,
"A-F-SR04021","Limas K-Reamer (ensanchadores) de acero inoxidable 21 mm #40 6 piezas",,"43",,,
"A-F-SR04025","Limas K-Reamer (ensanchadores) de acero inoxidable 25 mm #40 6 piezas",,"90",,,
"A-W-BM02161601","Arcos Borgatta .016x.016 superior",,"2671",,,
"A-W-BM02161602","Arcos Borgatta .016x.016 inferior",,"2542",,,
"A-W-BM02162201","Arcos Borgatta .016x.022 superior",,"2307",,,
"A-W-BM02162202","Arcos Borgatta .016x.022 inferior",,"2954",,,
"A-W-BM02172501","Arcos Borgatta .017x.025 superior",,"3695",,,
"A-W-BM02172502","Arcos Borgatta .017x.025 inferior",,"4032",,,
"A-W-BM02182501","Arcos Borgatta .018x.025 superior",,"144",,,
"A-W-BM02182502","Arcos Borgatta .018x.025 inferior",,"267",,,
"A-W-BM02192501","Arcos Borgatta .019x.025 superior",,"7436",,,
"A-W-BM02192502","Arcos Borgatta .019x.025 inferior",,"11755",,,
"A-W-BM02212501","Arcos Borgatta .021x.025 superior",,"2416",,,
"A-W-BM02212502","Arcos Borgatta .021x.025 inferior",,"3792",,,
"A-W-BM02212801","Arcos Borgatta .021x.028 superior",,"815",,,
"A-W-BM02212802","Arcos Borgatta .021x.028 inferior",,"559",,,
"A-W-ME021201","Arcos Borgatta .012 superior",,"4072",,,
"A-W-ME021202","Arcos Borgatta .012 inferior",,"3518",,,
"A-W-ME021401","Arcos Borgatta .014 superior",,"6539",,,
"A-W-ME021402","Arcos Borgatta .014 inferior",,"9263",,,
"A-W-ME021601","Arcos Borgatta .016 superior",,"9962",,,
"A-W-ME021602","Arcos Borgatta .016 inferior",,"5700",,,
"A-W-ME021801","Arcos Borgatta .018 superior",,"7398",,,
"A-W-ME021802","Arcos Borgatta .018 inferior",,"8010",,,
"A-W-ME022001","Arcos Borgatta .020 superior",,"125",,,
"A-W-ME022002","Arcos Borgatta .020 inferior",,"119",,,
"B0014-01-B","Arco de NiTi con cubierta estética color azul Borgatta .014 superior",,"70",,,
"B0014-01-R","Arco de NiTi con cubierta estética color rojo Borgatta .014 superior",,"72",,,
"B0014-02-B","Arco de NiTi con cubierta estética color azul Borgatta .014 inferior",,"76",,,
"B0014-02-R","Arco de NiTi con cubierta estética color rojo Borgatta .014 inferior",,"111",,,
"B0016-01-B","Arco de NiTi con cubierta estética color azul Borgatta .016 superior",,"63",,,
"B0016-01-R","Arco de NiTi con cubierta estética color rojo Borgatta .016 superior",,"37",,,
"B0016-02-B","Arco de NiTi con cubierta estética color azul Borgatta .016 inferior",,"64",,,
"B0016-02-R","Arco de NiTi con cubierta estética color rojo Borgatta .016 inferior",,"36",,,
"B1616-01-B","Arco de NiTi con cubierta estética color azul Borgatta .016x.016 superior",,"103",,,
"B1616-01-R","Arco de NiTi con cubierta estética color rojo Borgatta .016x0.16 superior",,"99",,,
"B1616-02-B","Arco de NiTi con cubierta estética color azul Borgatta .016x.016 inferior",,"117",,,
"B1616-02-D","Arco de NiTi con cubierta estética color diente Borgatta .016x.016 inferior",,"14",,,
"B1616-02-R","Arco de NiTi con cubierta estética color rojo Borgatta .016x.016 inferior",,"120",,,
"B1622-01-B","Arco de NiTi con cubierta estética color azul Borgatta .016x.022 superior",,"77",,,
"B1622-01-R","Arco de NiTi con cubierta estética color rojo Borgatta .016x.022 superior",,"155",,,
"B1622-02-B","Arco de NiTi con cubierta estética color azul Borgatta .016 x.022 inferior",,"83",,,
"B1622-02-R","Arco de NiTi con cubierta estética color rojo Borgatta .016x.022 inferior",,"160",,,
"BBSCL","Bolsas p/esterilizar papel-plástico Borgatta 19x36 cm",,"1700",,,
"BBSCLX","Bolsas p/esterilizar papel-plástico Borgatta 25x40 cm",,"552",,,
"BBSCM","Bolsas p/esterilizar papel-plástico Borgatta 13.5x28.5 cm",,"6897",,,
"BBSCS","Bolsas p/esterilizar papel-plástico Borgatta 9x26 cm",,"14542",,,
"BBSCX","Bolsas p/esterilizar papel-plástico Borgatta 7x26 cm",,"5797",,,
"BBSCXS","Bolsas p/esterilizar papel-plástico Borgatta 9x16.5 cm",,"5048",,,
"BBSCXX","Bolsas p/esterilizar papel-plástico Borgatta 5.7 x 10 cm",,"10472",,,
"BCAQ","Campos para paciente Borgatta color aqua",,"271",,,
"BCBK","Campos para paciente Borgatta color negro",,"1498",,,
"BCBL","Campos para paciente Borgatta color azul",,"95",,,
"BCCR","Campos para paciente Borgatta color ciruela",,"2",,,
"BCDO","Campos para paciente Borgatta color naranja",,"275",,,
"BCDR","Campos para paciente Borgatta color rosa",,"596",,,
"BCGF","Campos para paciente Borgatta color verde bosque",,"495",,,
"BCGM","Campos para paciente Borgatta color verde menta",,"319",,,
"BCLM","Campos para paciente Borgatta color limón",,"407",,,
"BCLV","Campos para paciente Borgatta color lavanda",,"403",,,
"BCMC","Campos para paciente Borgatta classic color",,"4",,,
"BCMC-S","Campos para paciente Borgatta classic color multicolor",,"115",,,
"BCMD","Campos para paciente Borgatta full color",,"18",,,
"BCMD-S","Campos para paciente Borgatta full color multicolor",,"75",,,
"BCMG","Campos para paciente Borgatta glow color",,"9",,,
"BCMG-S","Campos para paciente Borgatta glow color multicolor",,"1",,,
"BCPE","Campos para paciente Borgatta color durazno",,"519",,,
"BCRD","Campos para paciente Borgatta color rojo",,"83",,,
"BCRM","Campos para paciente Borgatta color rosa mexicano",,"520",,,
"BCTQ","Campos para paciente Borgatta color turquesa",,"560",,,
"BCVL","Campos para paciente Borgatta color violeta",,"416",,,
"BCYE","Campos para paciente Borgatta color amarillo",,"254",,,
"BEBC","Eyectores Borgatta azul punta transparente",,"10118",,,
"BEBK","Eyectores Borgatta negro punta transparente",,"6044",,,
"BECC1","Eyectores Borgatta transparente punta transparente",,"3930",,,
"BECR","Eyectores Borgatta ciruela punta transparente",,"829",,,
"BEGL","Eyectores Borgatta verde limón punta transparente",,"3841",,,
"BELB","Eyectores Borgatta verde Menta punta transparente",,"4152",,,
"BEOC","Eyectores Borgatta naranja punta transparente",,"3594",,,
"BEPC","Eyectores Borgatta morado punta transparente",,"4945",,,
"BERC","Eyectores Borgatta rosa punta transparente",,"5710",,,
"BEWC","Eyectores Borgatta blanco punta transparente",,"4620",,,
"BEYC","Eyectores Borgatta amarillo punta transparente",,"3497",,,
"BIOBF","Microaplicadores biodegradables finos c/100 piezas",,"257",,,
"BIOBMX","Microaplicadores biodegradables surtidos c/100 piezas",,"1081",,,
"BIOBR","Microaplicadores biodegradables regulares c/100 piezas",,"1108",,,
"BIOBSF","Microaplicadores biodegradables super finos c/100 piezas",,"430",,,
"BMBF","Microaplicadores finos color azul",,"2884",,,
"BMBMX","Microaplicadores surtidos c/400 piezas",,"2141",,,
"BMBR","Microaplicadores regulares color negro c/400 piezas",,"2036",,,
"BMBSF","Microaplicadores súper finos color verde c/400 piezas",,"981",,,
"BOR-1002","Pinza corte de ligadura y pins mini",,"5",,,
"BOR-1006","Pinza corte de ligadura angulado",,"6",,,
"BOR-139","Pinza pico de pajaro corta",,"6",,,
"BOR-140","Pinza pico de pájaro larga",,"1",,,
"BOR-1400","Puntas de recambio para BOR-350 y BOR-352 2 piezas",,"1",,,
"BOR-140M","Pinza pico de pajaro mediana",,"1",,,
"BOR-157","Pinza para activar loops (Cinch Back plier)",,"6",,,
"BOR-1822-N","Llave de torque angosta 18/22",,"14",,,
"BOR-207","Pinza óptica acanalada",,"6",,,
"BOR-346","Pinza quita brackets con punta ancha",,"19",,,
"BOR-348RT","Pinza quita brackets con punta delgada y punta de goma reemplazables",,"1",,,
"BOR-350","Pinza Tweed para hacer loops",,"1",,,
"BOR-352","Pinza Tweed para hacer omegas",,"11",,,
"BOR-355","Pinza Jarabak",,"1",,,
"BOR-410","Pinza para contornear arco lingual",,"24",,,
"BOR-522","Posicionador de brackets (positive positioner)",,"7",,,
"BOR-805-W2","Pinza para torque ancha con llave 18/22",,"2",,,
"BOR-810-S","Pinza Tweed para arcos rectangulares punta corta",,"1",,,
"BPC","Careta de protección ajustable c/5 micas de recambio",,"496",,,
"BPCR","Micas de recambio para careta de protección",,"97",,,
"BPFBK","Rollo de barreras plásticas autoadheribles negro 10x15 cm c/1200 piezas",,"1528",,,
"BPFBL","Rollo de barreras plásticas autoadheribles azul 10x15 cm c/1200 piezas",,"646",,,
"BPFCL","Rollo de barreras plásticas autoadheribles transparentes 10x15 cm c/1200 piezas",,"1186",,,
"BPFGR","Rollo de barreras plásticas autoadheribles verde 10x15 cm c/1200 piezas",,"1284",,,
"BPFLV","Rollo de barreras plásticas autoadheribles lavanda 10x15 cm c/1200 piezas",,"789",,,
"BPFPK","Rollo de barreras plásticas autoadheribles rosa 10x15 cm c/1200 piezas",,"1403",,,
"COMBO-80400","Set de caja Croma 1 y caja Croma 2",,"135",,,
"E-11-102-08","Elásticos Borgatta/OD-2976",,"8",,,
"E-300-514","Brackets Borgatta/OD-2728",,"164",,,
"E-80-411","Módulos elásticos Borgatta/OD-3052",,"10",,,
"ENGBP","Gasas de cuatro capas no tejida 2x2 35 g",,"221740",,,
"ENGBP4","Gasas de cuatro capas no tejida 4x4 35 g",,"2710",,,
"GC3FG","Máscara de protección nivel III color verde limón c/50 piezas",,"1",,,
"GC3VL","Máscara de protección nivel III color violeta c/50 piezas",,"1",,,
"GC4BK","Cubrebocas nivel IV color negro",,"1835",,,
"GC4CR","Cubrebocas nivel IV color ciruela",,"1762",,,
"GC4DBL","Cubrebocas nivel IV color azul",,"353",,,
"GC4FG","Cubrebocas nivel IV color verde limón",,"767",,,
"GC4GM","Cubrebocas nivel IV color menta",,"738",,,
"GC4OR","Cubrebocas nivel IV color naranja",,"1422",,,
"GC4RM","Cubrebocas nivel IV color rosa mexicano",,"433",,,
"GC4VL","Cubrebocas nivel IV color violeta",,"1652",,,
"GC4YE","Cubrebocas nivel IV color amarillo",,"1369",,,
"GCCM","Cadena elástica Borgatta/OD-2975",,"121",,,
"GCT-C","Cadena elástica Borgatta/OD-2975",,"6",,,
"KIT-100","Kit Fit Lux (0-000-006,0-000-007,0-003-003)",,"36",,,
"KIT-101","Kit Expert (0-000-006,0-000-708,0-003-003)",,"10",,,
"KIT-103","Kit Talent (0-001-001,0-003-003)",,"29",,,
"KIT300-022RDS","Kit de Tubos Borgatta Roth UR/UL/LR/LL dobles/sencillos p/soldar .022",,"100",,,
"KIT300-821","Kit de cepillos interdentales ultradelgados 0.7 mm",,"579",,,
"KIT300-822","Kit de cepillos interdentales delgados 0.8 mm",,"1006",,,
"KIT300-823","Kit de cepillos interdentales medianos 1.0 mm",,"133",,,
"KIT300-90","Kit de pinzas CA",,"47",,,
"KIT301-018","Kit de Tubos Borgatta Roth UR/UL/LR/LL sencillos c/malla .018",,"848",,,
"KIT301-022","Kit de Tubos Borgatta Roth UR/UL/LR/LL sencillos c/malla .022",,"6949",,,
"KIT301-022RDS","Kit de Tubos Borgatta Roth UR/UL/LR/LL dobles/sencillos c/malla .022",,"14",,,
"KIT301-722","Kit de Tubos Roth UR/UL/LR/LL sencillos p/7 c/malla .022",,"2871",,,
"KIT-515-PTS","Kit de Autoligado passif  P",,"12",,,
"KIT-516-DMD","Kit de Autoligado passif D",,"62",,,
"KIT-7010","Ortho Aligner KIDS Juego de alieadores rígido y flexible etapa 1",,"28",,,
"KIT-7020","Ortho Aligner JUNIOR Juego de alineadores rígido y flexible etapa 2",,"47",,,
"KIT-7030","Ortho Aligner YOUTH Juego de alineadores rígido y flexible etapa 3",,"55",,,
"KIT71-022","Kit de Tubos Glint Roth UR/UL/LR/LL sencillos c/malla .022",,"1573",,,
"KIT71-722","Kit de Tubos Glint UR/UL/LR/LL sencillos p/7 c/malla .022",,"1019",,,
"KIT80400-1","Módulos elásticos en stick Dentalastic iLine Surtido Croma 1",,"89",,,
"KIT80400-2","Módulos elásticos en stick Dentalastic iLine Surtido Croma 2",,"59",,,
"KIT90-079","Kit X-pression",,"320",,,
"KIT90-086-00","Juego de bkts. In-Ovation "L" s/g .018 c/tubos",,"6",,,
"KIT90-089","Kit X-pression CCO C Smile System",,"42",,,
"KIT-ACT-AR","Kit de Autoligado Interactivo Active secuencia Dr.Reyes",,"81",,,
"KIT-ACTIVE","Kit de Autoligado Interactivo Active c/g.345 .022",,"1297",,,
"KIT-ACTIVEC","Kit de Autoligado Interactivo Active "C"",,"133",,,
"KIT-MEM-AR","Kit de Autoligado Interactivo Memory secuencia Dr.Reyes",,"28",,,
"KIT-MEMORY-R","Kit de Autoligado Interactivo Memory c/g.345 .022",,"85",,,
"KIT-NOVA","Kit de Autoligado Interactivo Nova",,"478",,,
"KIT-NOVA C","Kit de Autoligado Interactivo Nova "C"",,"34",,,
"KIT-NOVA-PLUS","Kit de Autoligado Interactivo Nova Plus",,"177",,,
"KIT-TUBOS SS","Tubos Smile System",,"150",,,
"MB1.6-10-05","Micro tornillos de anclaje temporal Elite 10x1.6 mm",,"5",,,
"MB1.6-11-02","Micro tornillos de anclaje temporal Elite 11x1.6 mm",,"1",,,
"MB1.6-12A-025","Micro tornillos de anclaje temporal Elite 12x1.6 mm A",,"20",,,
"MB1.6-12B-04","Micro tornillos de anclaje temporal Elite 12x1.6 mm B",,"7",,,
"MB1.6-9-02","Micro tornillos de anclaje temporal Elite 9x1.6 mm",,"1",,,
"MB1000","Kit de Micro tornillos Elite",,"8",,,
"MB2.0-13-05","Micro tornillos de anclaje temporal Elite 13x2 mm",,"16",,,
"MB2.0-9-02","Micro tornillos de anclaje temporal Elite 9x2 mm",,"14",,,
"MB3.0-1000","Maneral con aditamentos corto 5 mm y largo 7 mm para Micro tornillos Elite",,"5",,,
"MB3.0-1001","Fresa 1.2 mm para mini-implantes ortodónticos autoroscables",,"15",,,
"MB3.0-1003","Aditamento corto para maneral",,"1",,,
"MB3.0-1004","Aditamento largo para maneral",,"2",,,
"MIP-1610","Micro tornillos de anclaje temporal Quick Plus 15mm length, 1.6mm diameter",,"7",,,
"MIP-1610B","Micro tornillos de anclaje temporal Quick Plus 17mm length, 1.6mm diameter",,"3",,,
"MIP-2010","Micro tornillos de anclaje temporal Quick Plus 17mm length, 2mm diameter",,"2",,,
"NTBL","Módulo de seguridad para almohadilla o high pull cervical",,"30",,,
"PTARC001-5","Kit articulador Delta",,"6",,,
"SE041201","Arcos de NiTi de curva inversa Borgatta .012 superiores 2 piezas",,"69",,,
"SE041202","Arcos de NiTi de curva inversa Borgatta .012 inferiores 2 piezas",,"130",,,
"SE041401","Arcos de NiTi de curva inversa Borgatta .014 superiores 2 piezas",,"181",,,
"SE041402","Arcos de NiTi de curva inversa Borgatta .014 inferiores 2 piezas",,"246",,,
"SE041601","Arcos de NiTi de curva inversa Borgatta .016 superiores 2 piezas",,"395",,,
"SE041602","Arcos de NiTi de curva inversa Borgatta .016 inferiores 2 piezas",,"263",,,
"SE04161601","Arcos de NiTi de curva inversa Borgatta .016x.016 superiores 2 piezas",,"239",,,
"SE04161602","Arcos de NiTi de curva inversa Borgatta .016x.016 inferiores 2 piezas",,"116",,,
"SE04162201","Arcos de NiTi de curva inversa Borgatta .016x.022 superiores 2 piezas",,"403",,,
"SE04162202","Arcos de NiTi de curva inversa Borgatta .016x.022 inferiores 2 piezas",,"404",,,
"SE04172501","Arcos de NiTi de curva inversa Borgatta .017x.025 superiores 2 piezas",,"152",,,
"SE04172502","Arcos de NiTi de curva inversa Borgatta .017x.025 inferiores 2 piezas",,"92",,,
"SE041801","Arcos de NiTi de curva inversa Borgatta .018 superiores 2 piezas",,"214",,,
"SE041802","Arcos de NiTi de curva inversa Borgatta .018 inferiores 2 piezas",,"270",,,
"SE04182501","Arcos de NiTi de curva inversa Borgatta .018x.025 superiores 2 piezas",,"71",,,
"SE04182502","Arcos de NiTi de curva inversa Borgatta .018x.025 inferiores 2 piezas",,"94",,,
